codigo_imovel;cidade;bairro;tipo_imovel;mobilia;aceita_pet;area_m2;quartos;banheiros;vagas_garagem;andar;idade_anos;distancia_centro_km;condominio_mensal_brl;iptu_anual_brl;aluguel_mensal_brl;area_ft2;area_minmax;area_zscore;faixa_aluguel;mobilia_mobiliado;mobilia_sem_mobilia;mobilia_semi_mobiliado
IMV-0139;Maceio;Cruz das Almas;apartamento;sem_mobilia;nao;84.6;4;4;2;7;30.0;6.2;673.66;2133.83;3720.0;910.6259399999999;0.2564497497112052;-0.08318635295713257;medio;0;1;0
IMV-0140;Maceio;Ponta Verde;casa;semi_mobiliado;sim;82.95;5;4;3;0;34.0;3.9;180.0;4517.83;8270.0;892.865505;0.2500962649210628;-0.1169766928656095;alto;0;0;1
IMV-0141;Maceio;Farol;studio;mobiliado;nao;34.4;1;1;1;15;12.0;2.8;479.93;891.64;3400.0;370.27815999999996;0.06314978821717365;-1.1112318459301933;medio;1;0;0
IMV-0142;Maceio;Tabuleiro;casa;semi_mobiliado;sim;67.1;3;2;1;0;26.0;10.4;260.0;1490.85;3200.0;722.2576899999999;0.18906430496726992;-0.4415687459258291;medio;0;0;1
IMV-0143;Maceio;Mangabeiras;apartamento;sem_mobilia;sim;22.5;1;1;0;1;34.0;6.2;292.21;1421.13;2060.0;242.18775;0.01732768579129765;-1.354931873148907;medio;0;1;0
IMV-0144;Maceio;Gruta;apartamento;sem_mobilia;sim;89.2;3;2;0;10;0.0;6.7;621.92;1887.38;4240.0;960.13988;0.27416249518675395;0.011017018908924982;alto;0;1;0
IMV-0145;Maceio;Tabuleiro;apartamento;mobiliado;sim;104.3;5;4;1;16;23.0;9.4;783.22;2230.12;4320.0;1122.6747699999999;0.33230650750866386;0.32024982655620016;alto;1;0;0
IMV-0146;Maceio;Cruz das Almas;cobertura;semi_mobiliado;nao;111.9;4;3;1;13;22.0;8.1;1190.26;2166.55;6720.0;1204.4804100000001;0.36157104351174435;0.4758901800740343;alto;0;0;1
IMV-0147;Maceio;Ponta Verde;apartamento;mobiliado;nao;52.2;1;1;0;14;19.0;3.8;727.71;1592.73;4750.0;561.87558;0.13169041201386217;-0.7467057547963191;alto;1;0;0
IMV-0148;Maceio;Ponta Verde;apartamento;mobiliado;sim;75.3;3;2;1;17;17.0;4.0;627.22;2126.6;5550.0;810.52167;0.22063919907585675;-0.2736409960776398;alto;1;0;0
IMV-0149;Maceio;Serraria;apartamento;sem_mobilia;sim;68.4;3;3;0;11;18.0;8.6;427.4;1420.87;2590.0;736.25076;0.19407008086253372;-0.4149460538767257;medio;0;1;0
IMV-0150;Maceio;Farol;kitnet;sem_mobilia;sim;30.8;1;1;0;16;32.0;2.9;315.64;1351.06;1670.0;331.52812;0.04928763958413555;-1.1849562239123252;baixo;0;1;0
IMV-0151;Maceio;Cruz das Almas;studio;mobiliado;sim;44.8;1;1;1;12;22.0;7.9;483.16;1838.0;3400.0;482.2227199999999;0.10319599537928378;-0.8982503095373681;medio;1;0;0
IMV-0152;Maceio;Jatiuca;casa;sem_mobilia;sim;186.1;6;5;2;0;28.0;4.7;0.0;4322.16;7820.0;2003.1617899999999;0.64728532922603;1.9954315262613074;alto;0;1;0
IMV-0153;Maceio;Gruta;apartamento;mobiliado;sim;57.0;2;2;1;7;30.0;5.9;510.57;1895.93;3300.0;613.5423;0.15017327685791299;-0.6484065841534767;medio;1;0;0
IMV-0154;Maceio;Jatiuca;studio;semi_mobiliado;sim;34.9;1;1;1;5;25.0;3.7;288.43;1820.68;3830.0;375.66011;0.06507508663842895;-1.1009923489882307;medio;0;0;1
IMV-0155;Maceio;Mangabeiras;apartamento;semi_mobiliado;nao;99.3;3;3;1;1;7.0;4.6;825.97;2027.43;5360.0;1068.85527;0.3130535232961109;0.21785485713657257;alto;0;0;1
IMV-0156;Maceio;Farol;apartamento;semi_mobiliado;nao;69.8;3;3;2;12;37.0;3.8;476.68;2007.68;3950.0;751.32022;0.19946091644204852;-0.38627546243923017;medio;0;0;1
IMV-0157;Maceio;Mangabeiras;studio;mobiliado;sim;37.0;1;1;1;8;15.0;4.2;291.36;2000.94;3210.0;398.2643;0.07316134000770119;-1.057986461831987;medio;1;0;0
IMV-0158;Maceio;Tabuleiro;casa;sem_mobilia;nao;127.5;3;3;0;0;2.0;10.6;0.0;2272.27;3990.0;1372.39725;0.42164035425490953;0.7953624846632722;medio;0;1;0
IMV-0159;Maceio;Gruta;apartamento;sem_mobilia;nao;110.4;4;4;1;11;2.0;6.7;653.66;2310.4;5490.0;1188.33456;0.3557951482479785;0.445171689248146;alto;0;1;0
IMV-0160;Maceio;Jatiuca;cobertura;sem_mobilia;sim;277.7;6;6;2;14;15.0;3.9;1843.16;5583.68;11230.0;2989.13503;1.0;3.871307366028885;alto;0;1;0
IMV-0161;Maceio;Mangabeiras;apartamento;semi_mobiliado;nao;62.1;3;3;2;3;8.0;3.6;435.48;1426.7;4840.0;668.43819;0.169811320754717;-0.5439637153454565;alto;0;0;1
IMV-0162;Maceio;Tabuleiro;apartamento;sem_mobilia;sim;113.5;4;3;0;5;18.0;9.2;728.51;1951.3;3320.0;1221.70265;0.3677319984597613;0.508656570288315;medio;0;1;0
IMV-0163;Maceio;Ponta Verde;apartamento;mobiliado;sim;46.5;2;2;1;14;30.0;3.1;506.92;1434.83;4570.0;500.52135;0.1097420100115518;-0.8634360199346947;alto;1;0;0
IMV-0164;Maceio;Farol;apartamento;sem_mobilia;nao;70.1;3;2;1;3;1.0;3.4;615.86;1756.26;4210.0;754.5493899999999;0.2006160954948017;-0.38013176427405254;alto;0;1;0
IMV-0165;Maceio;Gruta;apartamento;mobiliado;sim;81.0;3;2;1;10;13.0;6.0;669.88;1785.73;4240.0;871.8759;0.24258760107816713;-0.1569107309392643;alto;1;0;0
IMV-0166;Maceio;Gruta;casa;sem_mobilia;nao;120.4;4;4;1;0;33.0;5.9;0.0;2269.89;4380.0;1295.97356;0.3943011166730844;0.6499616280874011;alto;0;1;0
IMV-0167;Maceio;Serraria;apartamento;mobiliado;sim;58.5;4;3;0;15;40.0;6.7;657.57;965.87;3500.0;629.68815;0.15594917212167886;-0.6176880933275884;medio;1;0;0
IMV-0168;Maceio;Farol;apartamento;semi_mobiliado;sim;50.8;3;2;1;7;35.0;1.9;427.4;1311.06;2750.0;546.80612;0.1262995764343473;-0.7753763462338149;medio;0;0;1
IMV-0169;Maceio;Cruz das Almas;kitnet;mobiliado;nao;18.0;1;2;1;17;25.0;7.7;250.11;785.1;2420.0;193.7502;0.0;-1.4470873456265718;medio;1;0;0
IMV-0170;Maceio;Gruta;casa;semi_mobiliado;sim;178.9;5;4;2;0;16.0;4.7;260.0;3114.39;7010.0;1925.66171;0.6195610319599538;1.8479827702970437;alto;0;0;1
IMV-0171;Maceio;Tabuleiro;apartamento;sem_mobilia;sim;118.5;4;3;2;11;20.0;10.3;843.01;2303.81;6740.0;1275.52215;0.38698498267231424;0.6110515397079426;alto;0;1;0
IMV-0172;Maceio;Farol;casa;mobiliado;sim;111.9;5;4;1;0;14.0;2.8;0.0;1903.17;5310.0;1204.4804100000001;0.36157104351174435;0.4758901800740343;alto;1;0;0
IMV-0173;Maceio;Cruz das Almas;apartamento;mobiliado;nao;108.5;4;4;2;4;40.0;7.8;896.0;2235.95;5660.0;1167.88315;0.34847901424720834;0.4062616008686874;alto;1;0;0
IMV-0174;Maceio;Gruta;apartamento;semi_mobiliado;sim;108.9;4;3;1;2;34.0;4.6;737.41;2250.85;4820.0;1172.1887100000001;0.3500192529842126;0.4144531984222577;alto;0;0;1
IMV-0175;Maceio;Ponta Verde;apartamento;mobiliado;sim;108.1;5;4;1;9;29.0;3.5;783.41;2597.12;7190.0;1163.5775899999999;0.3469387755102041;0.39807000331511705;alto;1;0;0
IMV-0176;Maceio;Mangabeiras;apartamento;semi_mobiliado;sim;29.3;2;1;0;10;5.0;5.3;496.03;1063.08;2680.0;315.38227;0.04351174432036966;-1.2156747147382136;medio;0;0;1
IMV-0177;Maceio;Cruz das Almas;apartamento;semi_mobiliado;sim;82.95;3;3;1;12;27.0;7.1;503.04;2115.52;3730.0;892.865505;0.2500962649210628;-0.1169766928656095;medio;0;0;1
IMV-0178;Maceio;Tabuleiro;apartamento;mobiliado;nao;121.7;5;4;1;11;9.0;8.9;702.93;2383.56;5890.0;1309.96663;0.3993068925683481;0.6765843201365043;alto;1;0;0
IMV-0179;Maceio;Jatiuca;casa;mobiliado;sim;121.5;4;3;1;0;29.0;4.9;0.0;2701.68;6430.0;1307.81385;0.398536773199846;0.672488521359719;alto;1;0;0
IMV-0180;Maceio;Serraria;apartamento;sem_mobilia;sim;91.3;3;2;1;8;40.0;9.2;495.65;1771.02;3770.0;982.74407;0.28224874855602616;0.05402290606516845;medio;0;1;0
IMV-0181;Maceio;Ponta Verde;apartamento;sem_mobilia;sim;72.8;3;3;1;11;6.0;5.4;465.76;2097.03;4960.0;783.6119199999999;0.21101270696958027;-0.3248384807874536;alto;0;1;0
IMV-0182;Maceio;Ponta Verde;apartamento;semi_mobiliado;sim;98.5;4;4;0;8;6.0;4.3;793.66;2000.94;6090.0;1060.24415;0.30997304582210244;0.20147166202943223;alto;0;0;1
IMV-0183;Maceio;Tabuleiro;apartamento;mobiliado;sim;38.1;2;1;1;7;24.0;11.4;441.67;535.65;1880.0;410.10459;0.07739699653446284;-1.0354595685596688;baixo;1;0;0
IMV-0184;Maceio;Mangabeiras;casa;sem_mobilia;sim;49.5;2;2;0;0;21.0;5.8;0.0;1483.73;2690.0;532.81305;0.12129380053908356;-0.8019990382829181;medio;0;1;0
IMV-0185;Maceio;Jatiuca;apartamento;sem_mobilia;nao;72.9;3;3;0;13;12.0;5.6;536.9;2598.34;4400.0;784.68831;0.21139776665383136;-0.32279058139906086;alto;0;1;0
IMV-0186;Maceio;Ponta Verde;studio;sem_mobilia;sim;46.6;1;2;0;4;16.0;2.5;531.89;1698.52;3830.0;501.59774;0.11012706969580285;-0.861388120546302;medio;0;1;0
IMV-0187;Maceio;Serraria;apartamento;semi_mobiliado;sim;73.1;3;2;0;16;34.0;7.3;625.49;1644.86;2700.0;786.8410899999999;0.21216788602233344;-0.318694782622276;medio;0;0;1
IMV-0188;Maceio;Gruta;apartamento;semi_mobiliado;sim;43.3;2;2;0;9;9.0;6.6;387.17;1141.96;2770.0;466.07686999999993;0.0974201001155179;-0.9289688003632564;medio;0;0;1
IMV-0189;Maceio;Gruta;apartamento;sem_mobilia;nao;94.5;3;3;1;13;22.0;5.1;550.9;1913.3;3880.0;1017.18855;0.2945706584520601;0.11955568649373016;medio;0;1;0
IMV-0190;Maceio;Tabuleiro;casa;sem_mobilia;sim;142.4;4;4;3;0;29.0;9.3;0.0;2898.76;4720.0;1532.77936;0.4790142472083173;1.1004994935337624;alto;0;1;0
IMV-0191;Maceio;Gruta;cobertura;mobiliado;sim;140.0;4;4;1;20;36.0;5.9;427.4;2512.48;7650.0;1506.946;0.4697728147862919;1.0513499082123412;alto;1;0;0
IMV-0192;Maceio;Farol;apartamento;semi_mobiliado;sim;87.3;2;2;1;2;33.0;1.7;712.78;1353.39;4060.0;939.6884699999999;0.2668463611859838;-0.027893069470533615;alto;0;0;1
IMV-0193;Maceio;Cruz das Almas;apartamento;mobiliado;sim;117.6;4;4;2;10;27.0;8.2;638.91;2711.52;6440.0;1265.8346399999998;0.38351944551405465;0.5926204452124094;alto;1;0;0
IMV-0194;Maceio;Jatiuca;studio;semi_mobiliado;sim;26.1;1;1;0;13;27.0;5.3;382.6;1500.95;3330.0;280.93779;0.031189834424335778;-1.2812074951667751;medio;0;0;1
IMV-0195;Maceio;Cruz das Almas;casa;sem_mobilia;sim;47.2;1;2;0;0;8.0;8.8;0.0;1507.94;2490.0;508.05608;0.11243742780130922;-0.8491007242159467;medio;0;1;0
IMV-0196;Maceio;Tabuleiro;apartamento;sem_mobilia;sim;49.7;1;1;1;5;4.0;10.6;379.35;831.9;1620.0;534.96583;0.1220639199075857;-0.797903239506133;baixo;0;1;0
IMV-0197;Maceio;Ponta Verde;casa;sem_mobilia;sim;96.5;3;3;1;0;14.0;4.4;0.0;2763.4;5140.0;1038.71635;0.30227185213708124;0.1605136742615812;alto;0;1;0
IMV-0198;Maceio;Jatiuca;apartamento;sem_mobilia;sim;85.8;2;2;0;5;34.0;4.6;652.74;2555.6;4590.0;923.5426199999999;0.26107046592221794;-0.05861156029642189;alto;0;1;0
IMV-0200;Maceio;Cruz das Almas;studio;mobiliado;sim;29.4;1;1;1;14;7.0;8.4;382.25;747.48;3710.0;316.45865999999995;0.04389680400462071;-1.2136268153498209;medio;1;0;0
IMV-0201;Maceio;Mangabeiras;apartamento;sem_mobilia;nao;47.6;2;2;1;14;19.0;5.5;511.87;1383.11;2850.0;512.36164;0.11397766653831345;-0.8409091266623765;medio;0;1;0
IMV-0202;Maceio;Farol;apartamento;sem_mobilia;sim;82.95;1;1;0;10;29.0;3.0;437.77;1125.16;1940.0;892.865505;0.2500962649210628;-0.1169766928656095;baixo;0;1;0
IMV-0203;Maceio;Farol;apartamento;mobiliado;nao;112.0;4;4;2;9;15.0;3.6;816.21;2810.23;5980.0;1205.5567999999998;0.3619561031959954;0.47793807946242667;alto;1;0;0
IMV-0204;Maceio;Tabuleiro;apartamento;mobiliado;sim;124.4;5;4;1;14;2.0;8.9;637.21;2452.28;4690.0;1339.02916;0.4097035040431267;0.7318776036231032;alto;1;0;0
IMV-0205;Maceio;Mangabeiras;casa;sem_mobilia;sim;124.1;4;3;1;0;8.0;7.2;0.0;2993.49;5290.0;1335.79999;0.4085483249903735;0.7257339054579253;alto;0;1;0
IMV-0206;Maceio;Serraria;apartamento;sem_mobilia;nao;97.9;3;3;1;4;28.0;8.3;700.54;1797.01;3900.0;1053.78581;0.3076626877165961;0.18918426569907704;medio;0;1;0
IMV-0207;Maceio;Jatiuca;apartamento;sem_mobilia;sim;81.5;3;3;1;8;40.0;3.0;762.54;2242.37;4200.0;877.25785;0.24451289949942243;-0.14667123399730156;alto;0;1;0
IMV-0208;Maceio;Tabuleiro;studio;mobiliado;sim;37.0;1;1;1;5;34.0;11.1;247.37;740.81;2570.0;398.2643;0.07316134000770119;-1.057986461831987;medio;1;0;0
IMV-0209;Maceio;Mangabeiras;apartamento;sem_mobilia;nao;40.9;2;1;2;14;15.0;3.3;415.17;1691.74;2740.0;440.24350999999996;0.08817866769349249;-0.9781183856846776;medio;0;1;0
IMV-0210;Maceio;Tabuleiro;cobertura;mobiliado;sim;147.7;5;4;1;16;29.0;11.4;1360.46;2588.99;6950.0;1589.82803;0.4994224104736234;1.2090381611185674;alto;1;0;0
IMV-0211;Maceio;Jatiuca;casa;sem_mobilia;nao;108.5;4;3;2;0;40.0;4.8;0.0;2506.33;5360.0;1167.88315;0.34847901424720834;0.4062616008686874;alto;0;1;0
IMV-0212;Maceio;Gruta;casa;mobiliado;sim;185.3;5;4;3;0;29.0;5.6;0.0;3037.09;7530.0;1994.55067;0.6442048517520217;1.9790483311541673;alto;1;0;0
IMV-0213;Maceio;Farol;kitnet;mobiliado;nao;29.2;1;2;0;13;22.0;2.2;285.66;1148.54;1820.0;314.30588;0.0431266846361186;-1.217722614126606;baixo;1;0;0
IMV-0214;Maceio;Mangabeiras;casa;sem_mobilia;nao;95.0;4;3;1;0;2.0;7.8;427.4;2134.53;4830.0;1022.5704999999999;0.29649595687331537;0.1297951834356929;alto;0;1;0
IMV-0215;Maceio;Ponta Verde;casa;sem_mobilia;sim;188.2;5;4;1;0;26.0;3.7;350.0;4058.92;7040.0;2025.76598;0.6553715825953023;2.038437413417551;alto;0;1;0
IMV-0216;Maceio;Jatiuca;casa;sem_mobilia;sim;89.0;2;2;0;0;18.0;3.7;0.0;2937.71;4640.0;957.9870999999999;0.2733923758182518;0.00692122013213982;alto;0;1;0
IMV-0217;Maceio;Ponta Verde;studio;mobiliado;sim;36.6;1;2;0;3;26.0;3.4;439.29;1891.1;3540.0;393.95874;0.07162110127069697;-1.0661780593855572;medio;1;0;0
IMV-0218;Maceio;Mangabeiras;apartamento;semi_mobiliado;sim;54.8;3;2;0;1;37.0;4.3;472.28;1914.4;3830.0;589.86172;0.14170196380438968;-0.6934603706981128;medio;0;0;1
IMV-0219;Maceio;Cruz das Almas;apartamento;sem_mobilia;sim;116.8;3;3;1;10;0.0;5.6;622.54;2612.43;4650.0;1257.22352;0.38043896804004623;0.5762372501052692;alto;0;1;0
IMV-0220;Maceio;Jatiuca;casa;sem_mobilia;sim;145.5;3;3;1;0;19.0;3.0;0.0;2932.65;6170.0;1566.14745;0.4909510974201001;1.1639843745739316;alto;0;1;0
IMV-0223;Maceio;Farol;casa;sem_mobilia;sim;98.2;4;3;1;0;30.0;4.8;260.0;2308.38;3980.0;1057.01498;0.30881786676934925;0.19532796386425463;medio;0;1;0
IMV-0224;Maceio;Mangabeiras;studio;sem_mobilia;sim;35.6;1;1;1;7;6.0;5.0;315.77;1255.99;3110.0;383.19484;0.06777050442818637;-1.0866570532694828;medio;0;1;0
IMV-0225;Maceio;Cruz das Almas;casa;sem_mobilia;nao;64.1;3;3;1;0;25.0;6.1;260.0;2000.94;3460.0;689.9659899999999;0.17751251443973814;-0.5030057275776056;medio;0;1;0
IMV-0226;Maceio;Jatiuca;apartamento;sem_mobilia;nao;79.7;3;2;0;5;30.0;3.9;633.1;2061.28;3970.0;857.88283;0.23758182518290338;-0.18353342298836742;medio;0;1;0
IMV-0227;Maceio;Tabuleiro;casa;sem_mobilia;nao;124.1;3;3;1;0;14.0;11.0;260.0;2149.61;4060.0;1335.79999;0.4085483249903735;0.7257339054579253;alto;0;1;0
IMV-0228;Maceio;Gruta;kitnet;sem_mobilia;nao;29.4;1;1;0;9;37.0;5.6;334.83;1055.85;1280.0;316.45865999999995;0.04389680400462071;-1.2136268153498209;baixo;0;1;0
IMV-0229;Maceio;Farol;apartamento;sem_mobilia;sim;68.8;2;2;1;1;1.0;3.6;602.49;1437.79;3830.0;740.5563199999999;0.19561031959953792;-0.40675445632315566;medio;0;1;0
IMV-0230;Maceio;Serraria;apartamento;sem_mobilia;sim;52.2;2;2;1;5;7.0;8.8;329.67;1654.34;1860.0;561.87558;0.13169041201386217;-0.7467057547963191;baixo;0;1;0
IMV-0231;Maceio;Gruta;casa;sem_mobilia;nao;121.9;4;4;2;0;29.0;5.0;0.0;2505.46;4340.0;1312.11941;0.40007701193685025;0.6806801189132894;alto;0;1;0
IMV-0232;Maceio;Jatiuca;casa;sem_mobilia;nao;224.5;4;4;2;0;22.0;2.9;180.0;4810.69;8130.0;2416.49555;0.7951482479784366;2.7818248914040473;alto;0;1;0
IMV-0233;Maceio;Gruta;studio;mobiliado;sim;30.1;1;2;0;1;30.0;4.9;427.4;829.99;2520.0;323.99339;0.046592221794378136;-1.199291519631073;medio;1;0;0
IMV-0234;Maceio;Mangabeiras;apartamento;sem_mobilia;sim;81.1;3;3;1;9;28.0;5.8;643.27;2042.86;4290.0;872.95229;0.24297266076241816;-0.15486283155087188;alto;0;1;0
IMV-0235;Maceio;Jatiuca;casa;sem_mobilia;sim;157.9;5;4;2;0;29.0;3.7;260.0;3361.18;6990.0;1699.61981;0.5386984982672315;1.417923898734608;alto;0;1;0
IMV-0236;Maceio;Tabuleiro;casa;semi_mobiliado;sim;118.9;5;3;1;0;35.0;9.1;0.0;2232.54;4040.0;1279.82771;0.3885252214093185;0.6192431372615128;alto;0;0;1
IMV-0237;Maceio;Mangabeiras;studio;mobiliado;nao;47.3;1;1;0;2;23.0;7.4;451.0;1138.29;3580.0;509.13246999999996;0.11282248748556026;-0.8470528248275543;medio;1;0;0
IMV-0238;Maceio;Gruta;apartamento;mobiliado;nao;114.6;4;3;1;1;27.0;7.1;817.44;2470.24;5010.0;1233.5429399999998;0.3719676549865229;0.531183463560633;alto;1;0;0
IMV-0239;Maceio;Gruta;casa;sem_mobilia;sim;126.3;4;4;2;0;36.0;4.1;0.0;2816.34;4160.0;1359.48057;0.4170196380438968;0.7707876920025615;alto;0;1;0
IMV-0240;Maceio;Cruz das Almas;cobertura;mobiliado;sim;132.4;4;4;2;20;22.0;7.2;1355.97;2000.94;7170.0;1425.14036;0.4405082787832114;0.8957095546945073;alto;1;0;0
IMV-0241;Maceio;Jatiuca;apartamento;mobiliado;nao;74.3;3;2;1;13;10.0;5.8;592.77;1581.76;5930.0;799.7577699999999;0.21678860223334617;-0.2941199899615653;alto;1;0;0
IMV-0242;Maceio;Mangabeiras;apartamento;semi_mobiliado;nao;76.0;2;3;1;16;17.0;5.3;630.52;2197.35;4280.0;818.0563999999999;0.22333461686561418;-0.2593057003588919;alto;0;0;1
IMV-0243;Maceio;Mangabeiras;apartamento;sem_mobilia;nao;90.6;4;3;1;14;2.0;5.5;705.11;2393.29;4000.0;975.2093399999999;0.27955333076626876;0.03968761034642053;medio;0;1;0
IMV-0244;Maceio;Ponta Verde;apartamento;mobiliado;sim;100.8;3;2;1;13;5.0;3.2;554.19;2427.64;5470.0;1085.00112;0.3188294185598768;0.24857334796246086;alto;1;0;0
IMV-0245;Maceio;Serraria;casa;semi_mobiliado;sim;174.6;5;4;2;0;39.0;9.0;0.0;2700.03;6110.0;1879.3769399999999;0.6030034655371582;1.7599230965961639;alto;0;0;1
IMV-0246;Maceio;Jatiuca;studio;sem_mobilia;nao;45.6;1;1;0;5;13.0;4.9;545.89;1264.63;3250.0;490.83384;0.10627647285329227;-0.8818671144302276;medio;0;1;0
IMV-0247;Maceio;Ponta Verde;casa;semi_mobiliado;sim;156.4;5;4;3;0;36.0;2.9;260.0;3355.26;7110.0;1683.47396;0.5329226030034656;1.3872054079087197;alto;0;0;1
